OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,ZuschlagPr,Shape_Length
14298,152819244,5141,service, , ,B,0,0,F,F,0,0,001779355
14301,153050646,5121,unclassified,Welsingheide, ,B,50,0,F,F,0,0,010890157
14302,153151174,5141,service, , ,B,0,0,F,F,0,0,00022059
14303,153174394,5141,service, , ,B,0,0,F,F,0,0,000442002
14305,154019394,5122,residential,Sendener Stiege, ,B,30,0,F,F,0,0,006537813
14306,154019395,5122,residential,Sendener Stiege, ,B,30,0,F,F,0,0,001889413
14307,154139079,5154,path, , ,B,0,1,T,F,0,5,96696E-05
14308,154139081,5154,path, , ,B,0,0,F,F,0,0,000827697
14309,154139082,5141,service, , ,B,0,0,F,F,0,0,000697841
14310,154139083,5154,path, , ,B,0,0,F,F,0,0,001961775
14311,154139086,5154,path, , ,B,0,0,F,F,0,0,003419685
14312,154194016,5141,service, , ,B,0,0,F,F,0,0,000547741
14313,154198122,5141,service,Stübbenstraße, ,B,0,0,F,F,0,0,001299353
14316,155145382,5113,primary,Schifffahrter Damm,B 481,B,100,0,F,F,0,0,003312125
14317,155783917,5141,service,Promenade, ,B,0,0,F,F,0,0,001523501
14318,155984832,5122,residential,Am Hörsterfriedhof, ,B,30,0,F,F,0,0,001220817
14319,155984836,5114,secondary,Warendorfer Straße,K 4,B,50,0,F,F,0,0,000515842
14320,156188533,5121,unclassified,Siemensstraße, ,B,50,0,F,F,0,0,002696807
14321,156188539,5121,unclassified,Siemensstraße, ,B,50,0,F,F,0,0,000310374
14322,156251185,5115,tertiary,Gerichtsstraße, ,B,50,0,F,F,0,0,00050903
14323,156356869,5122,residential,Kerkheideweg, ,B,0,0,F,F,0,0,001185621
14324,156356871,5154,path, , ,B,0,0,F,F,0,0,007532211
14325,156356872,5154,path, , ,B,0,0,F,F,0,0,000449974
14326,156356873,5154,path, , ,B,0,0,F,F,0,0,0001972
14327,156357669,5122,residential,Aloysia-Delsen-Weg, ,B,30,0,F,F,0,0,004056191
14328,156357671,5122,residential,Anna-Peuler-Weg, ,B,30,0,F,F,0,0,001000138
14329,156357672,5141,service, , ,B,0,0,F,F,0,0,00031014
14330,156357673,5122,residential,Anna-Peuler-Weg, ,B,30,0,F,F,0,0,000729074
14331,156357677,5122,residential,Aloysia-Delsen-Weg, ,B,0,0,F,F,0,0,000969838
14333,156358101,5141,service, , ,B,0,0,F,T,0,0,000101799
14334,156358102,5141,service, , ,B,0,0,F,F,0,0,002191794
14335,156797567,5154,path, , ,B,0,0,T,F,0,6,6419E-05
14336,156797604,5154,path, , ,B,0,0,F,F,0,0,000549856
14337,157203071,5141,service, , ,B,0,0,F,F,0,0,002792512
14338,157423251,5154,path, , ,B,0,0,F,F,0,0,006914265
14339,157423252,5122,residential, , ,B,0,0,F,F,0,0,001069836
14340,157423253,5147,track_grade5, , ,B,0,-1,F,T,0,0,00039057
14341,157423254,5122,residential,Derkskamp, ,B,0,0,F,F,0,0,000517882
14342,157423255,5154,path, , ,B,0,0,F,F,0,0,000200221
14343,157423256,5143,track_grade1, , ,B,0,0,F,F,0,0,00023811
14344,157423257,5154,path, , ,B,0,0,F,F,0,0,00102768
14345,157423258,5143,track_grade1,Schürhook, ,B,0,0,F,F,0,0,001110998
14346,157423259,5154,path, , ,B,0,0,F,F,0,0,002496312
14347,157423260,5143,track_grade1, , ,B,0,0,F,F,0,0,005148329
14348,157423263,5154,path, , ,B,0,0,F,F,0,0,002372081
14349,157423939,5143,track_grade1,Buddenbrink, ,B,0,0,F,F,0,0,000753673
14350,157423940,5143,track_grade1,Buddenbrink, ,B,0,0,F,F,0,0,001134716
14351,157423946,5154,path, , ,B,0,0,F,F,0,0,004931974
14352,157423947,5147,track_grade5, , ,B,0,0,F,F,0,0,000985787
14353,157423948,5154,path, , ,B,0,0,F,F,0,0,004557724
14354,157423950,5147,track_grade5, , ,B,0,0,F,F,0,0,001256201
14355,157423952,5147,track_grade5, , ,B,0,0,F,F,0,0,004365821
14356,157424930,5141,service,An der Meerwiese, ,B,30,0,F,F,0,0,000701839
14357,157424931,5123,living_street, , ,B,0,0,F,F,0,0,00012767
14358,157424932,5122,residential,An der Meerwiese, ,B,0,0,F,F,0,0,00010652
14359,157424933,5141,service, , ,B,0,0,F,F,0,0,00090476
14365,157425738,5141,service, , ,B,0,0,F,F,0,0,002465917
14367,157425743,5141,service, , ,B,0,0,F,F,0,0,001145942
14368,157426458,5123,living_street,Morthorststraße, ,B,0,0,F,F,0,0,001071508
14369,157426459,5123,living_street,Morthorststraße, ,B,0,0,F,F,0,0,000666065
14370,157426460,5141,service, , ,B,0,0,F,F,0,0,000440758
14372,157426462,5123,living_street,Morthorststraße, ,B,0,0,F,F,0,0,000507336
14373,157426463,5122,residential,Königsberger Straße, ,B,0,0,F,F,0,0,002566278
14386,157427170,5141,service, , ,B,0,0,F,F,0,0,00446498
14387,157427171,5141,service, , ,B,0,0,F,F,0,0,001165195
14388,157614190,5114,secondary,Klosterweg,K 1,B,100,0,F,F,0,8,97012E-05
14389,157717838,5141,service, , ,B,0,0,F,F,0,0,000737574
14390,157717840,5141,service, , ,B,0,0,F,F,0,0,00106783
14391,157717845,5141,service, , ,B,0,0,F,F,0,0,001772174
14392,157717846,5141,service, , ,B,0,0,F,F,0,0,001340664
14393,157739011,5154,path, , ,B,0,-1,F,F,0,0,000523517
14394,157739012,5141,service, , ,B,0,0,F,F,0,0,001219798
14397,158247609,5142,track, , ,B,0,0,F,F,0,0,005994605
14398,158248186,5142,track, , ,B,0,0,F,F,0,3,22002E-05
14402,158548772,5141,service, , ,B,0,0,F,F,0,0,000225024
14403,158548774,5141,service, , ,B,0,0,F,F,0,0,000395726
14405,158548779,5141,service, , ,B,0,0,F,F,0,0,000435967
14408,158548784,5141,service, , ,B,0,0,F,F,0,0,001248227
14409,158548788,5141,service, , ,B,0,0,F,F,0,0,000797268
14412,158548791,5141,service, , ,B,0,0,F,F,0,0,000639938
14414,158548793,5141,service, , ,B,0,0,F,F,0,0,001434763
14415,158550293,5141,service, , ,B,0,0,F,F,0,0,001586641
14416,158652479,5141,service, , ,B,0,0,F,F,0,0,001142498
14418,158699745,5122,residential,Fichtenweg, ,B,0,0,F,F,0,0,000815636
14419,158824154,5154,path, , ,B,0,0,F,F,0,0,000257078
14420,159021246,5114,secondary,Einsteinstraße,K 4,F,50,0,F,F,0,0,000986411
14423,159207918,5154,path, , ,B,0,0,F,F,0,0,003030044
14424,159208732,5154,path, , ,B,0,0,F,F,0,0,002273291
14425,159209319,5147,track_grade5, , ,B,0,0,F,F,0,0,000948979
14426,159475194,5154,path, , ,B,0,0,F,F,0,0,0044512
14427,159475236,5154,path, , ,B,0,0,F,F,0,0,000180957
14428,159735792,5121,unclassified,Von-Renesse-Weg, ,B,0,0,F,F,0,0,00167552
14429,159735793,5141,service, , ,B,0,0,F,F,0,0,003537363
14430,159735794,5121,unclassified,Von-Renesse-Weg, ,B,0,0,F,F,0,0,00371286
14431,160080761,5122,residential,Koburger Weg, ,F,30,0,F,F,0,0,001159169
14433,160230656,5114,secondary,Roxeler Straße,L 843,B,70,0,F,F,0,0,007194877
14434,160231189,5114,secondary,Roxeler Straße,L 843,B,50,0,F,F,0,0,000489824
14435,160247171,5114,secondary,Einsteinstraße,L 843,F,50,0,F,F,0,0,000568157
14436,160249423,5114,secondary,Hülshoffstraße,L 529,B,70,0,F,F,0,0,000324372
14437,160249565,5114,secondary,Hülshoffstraße,L 529,B,70,0,F,F,0,0,000101857
14438,160250399,5121,unclassified,Feldstiege, ,B,50,0,F,F,0,0,000136078
14440,160263422,5113,primary,Orléans-Ring,B 54,F,50,0,F,F,0,0,000437467
14441,160263488,5122,residential,Wilhelmstraße, ,F,50,0,F,F,0,0,000829551
14442,160266533,5122,residential,Bismarckallee, ,F,30,0,F,F,0,0,000580311
14443,160267480,5115,tertiary,Boeselagerstraße, ,B,30,0,F,F,0,0,003413578
14444,160267810,5115,tertiary,Mecklenbecker Straße,K 2,B,50,0,F,F,0,0,000832004
14445,160267811,5122,residential,Kleihorststraße, ,B,30,0,F,F,0,0,002681278
14446,160267812,5122,residential,Bischopinkstraße, ,B,30,0,F,F,0,0,000953173
14447,160267869,5115,tertiary,Mecklenbecker Straße,K 2,B,50,0,F,F,0,0,001204657
14448,160268235,5122,residential,Meckmannweg, ,B,30,0,F,F,0,0,000469654
14449,160268779,5122,residential,Mecklenbecker Straße, ,B,30,0,F,F,0,0,00572951
14450,160269689,5122,residential,Schmeddingstraße, ,B,50,0,F,F,0,0,000559897
14451,160271378,5122,residential,Sentruper Straße, ,B,30,0,F,F,0,0,001905012
14452,160271379,5122,residential,Sentruper Straße, ,B,30,0,F,F,0,0,002500193
14453,160271521,5121,unclassified,Sentruper Straße, ,B,50,0,F,F,0,0,01296778
14454,160271702,5141,service, , ,F,0,0,F,F,0,0,001413955
14455,160271972,5141,service, , ,F,0,0,F,F,0,0,000385229
14456,160271984,5141,service, , ,F,0,0,F,F,0,0,000236504
14457,160272034,5141,service, , ,F,0,0,F,F,0,0,007023551
14458,160272108,5141,service, , ,F,0,0,F,F,0,0,000150556
14459,160272109,5141,service, , ,F,0,0,F,F,0,0,000537145
14460,160272536,5121,unclassified,Sentruper Straße, ,B,50,0,F,F,0,0,003394606
14461,160282782,5114,secondary,Heroldstraße,K 2,B,50,0,F,F,0,0,002011231
14462,160282783,5122,residential,Waldweg, ,B,30,0,F,F,0,0,000135755
14463,160282803,5122,residential,Ripenhorst, ,B,30,0,F,F,0,0,002318678
14464,160283648,5115,tertiary,Lützowstraße,K 17,B,50,0,F,F,0,0,000167423
14465,160284079,5141,service, , ,F,0,0,F,F,0,0,000347843
14466,160284081,5121,unclassified,Dorbaumstraße, ,B,50,0,F,F,0,0,006458963
14467,160285298,5122,residential,Admiral-Spee-Straße, ,B,30,0,F,F,0,0,000458505
14468,160286308,5115,tertiary,Ostmarkstraße, ,B,0,0,F,F,0,0,000933038
14469,160286309,5114,secondary,Schifffahrter Damm,L 587,F,50,0,F,F,0,0,000348818
14470,160286403,5115,tertiary,Zumbuschstraße, ,B,0,0,F,F,0,0,004064972
14471,160286904,5115,tertiary,Am Berler Kamp,K 3,B,50,0,F,F,0,0,000945119
14472,160286905,5115,tertiary,Am Berler Kamp,K 3,B,50,0,F,F,0,0,000253049
14473,160287193,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,000422655
14474,160287405,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,001631597
14475,160287460,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,000646286
14476,160287461,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,000674253
14477,160287800,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,004957679
14478,160287801,5115,tertiary,Loddenheide, ,F,50,0,F,F,0,0,000114487
14479,160287802,5121,unclassified,Willy-Brandt-Weg, ,B,50,0,F,F,0,0,001133584
14480,160287803,5114,secondary,An den Loddenbüschen,K 42,F,50,0,F,F,0,0,003560219
14481,160287804,5121,unclassified,Gustav-Stresemann-Weg, ,B,50,0,F,F,0,0,003845629
14482,160287805,5121,unclassified,Gustav-Stresemann-Weg, ,B,50,0,F,F,0,0,002700532
14483,160287806,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,001166934
14484,160287807,5121,unclassified,Martin-Luther-King-Weg, ,B,50,0,F,F,0,0,0046731
14485,160287808,5114,secondary,An den Loddenbüschen,K 42,F,50,0,F,F,0,0,005363656
14486,160287809,5114,secondary,An den Loddenbüschen,K 42,F,50,0,F,F,0,0,007437755
14487,160287810,5114,secondary,An den Loddenbüschen,K 42,F,50,0,F,F,0,0,003080846
14488,160287920,5121,unclassified,Lippstädter Straße, ,B,50,0,F,F,0,0,001128274
14489,160289813,5122,residential,Am Tiergarten, ,B,30,0,F,F,0,0,000976237
14490,160289815,5122,residential,Am Tiergarten, ,B,30,0,F,F,0,0,000602512
14491,160289816,5115,tertiary,Alverskirchener Straße,K 3,B,50,0,F,F,0,0,003233954
14492,160289987,5115,tertiary,Am Steintor,L 585,B,50,0,F,F,0,0,00328278
14493,160289988,5115,tertiary,Telgter Straße,L 585,B,50,0,F,F,0,0,000981399
14494,160290233,5114,secondary,Wolbecker Straße,L 793,F,50,0,F,F,0,0,000677904
14495,160290234,5114,secondary,Wolbecker Straße,L 793,B,50,0,F,F,0,0,002420284
14496,160290311,5114,secondary,Wolbecker Straße,K 9,B,30,0,F,F,0,0,004469718
14497,160290370,5114,secondary,Wolbecker Straße,K 9,B,50,0,F,F,0,0,000148079
14498,160371621,5115,tertiary,Mondstraße,K 33,B,0,0,F,F,0,0,002078892
14499,160372150,5122,residential,Tannenhofallee, ,B,0,0,F,F,0,0,000234365
14500,160372151,5122,residential,Prozessionsweg, ,B,30,0,F,F,0,0,004432202
14501,160372155,5115,tertiary,Mondstraße,K 33,B,0,0,F,F,0,5,33853E-05
14502,160372680,5122,residential,Am Schütthook, ,B,0,0,F,F,0,0,003372605
14503,160372683,5115,tertiary,Hiltruper Straße,K 37,B,70,0,F,F,0,0,005176975
14504,160372717,5114,secondary,Albersloher Weg,L 586,B,50,0,F,F,0,0,002551672
14505,160373051,5121,unclassified,Bergiusstraße, ,B,0,0,F,F,0,0,002392717
14506,160373052,5114,secondary,Glasuritstraße,K 11,B,50,0,F,F,0,0,008278695
14507,160373385,5115,tertiary,Marktallee,L 885,B,50,0,F,F,0,0,001501043
14508,160373761,5115,tertiary,Hohe Geest, ,B,50,0,F,F,0,0,004578569
14509,160373867,5115,tertiary,Meesenstiege,K 42,B,50,0,F,F,0,0,000442119
14510,160374219,5122,residential,Deermannstraße, ,B,0,0,F,F,0,0,00041304
14511,160374220,5122,residential,Deermannstraße, ,B,50,0,F,F,0,0,000985569
14512,160374221,5122,residential,Deermannstraße, ,B,50,0,F,F,0,0,000103791
14513,160375980,5113,primary,Westfalenstraße,B 54,B,50,0,F,F,0,0,001408816
14514,160375981,5113,primary,Westfalenstraße,B 54,B,50,0,F,F,0,0,002032078
14515,160376327,5113,primary,Hammer Straße,B 54,F,50,0,F,F,0,0,000941289
14516,160376328,5113,primary,Hammer Straße,B 54,F,50,0,F,F,0,0,004196152
14517,160376740,5113,primary,Hammer Straße,B 54,F,50,0,F,F,0,0,000553656
14518,160377591,5122,residential,Am Berg Fidel, ,B,50,0,F,F,0,0,000175646
14519,160377592,5122,residential,Am Berg Fidel, ,B,50,0,F,F,0,0,000633291
14520,160377593,5122,residential,Hogenbergstraße, ,B,0,0,F,F,0,0,000372241
14521,160379096,5114,secondary,Hammer Straße,K 6,F,50,0,F,F,0,0,000283383
14522,160379097,5114,secondary,Hammer Straße,K 6,F,50,0,F,F,0,0,002452763
14523,160384055,5114,secondary,Kappenberger Damm,L 884,B,50,0,F,F,0,0,000947238
14524,160397923,5113,primary,Weseler Straße,B 54,F,50,0,F,F,0,0,004327363
14525,160397924,5113,primary,Weseler Straße, ,F,50,0,F,F,0,0,001854602
14527,160411013,5115,tertiary,Osthofstraße,K 60,B,50,0,F,F,0,0,000510643
14528,160411017,5122,residential,Langenkamp, ,B,30,0,F,F,0,0,000265332
14529,160411018,5122,residential,Langenkamp, ,B,30,0,F,F,0,0,000560168
14530,160411020,5115,tertiary,Osthofstraße,K 60,B,50,0,F,F,0,0,000221774
14531,160411021,5121,unclassified,Wierling, ,B,0,0,F,F,0,0,0069122
14532,160412786,5122,residential,Merschkamp, ,B,30,0,F,F,0,0,000998848
14533,160413518,5121,unclassified,Wienburgstraße, ,B,0,0,F,F,0,7,91343E-05
14534,160415037,5114,secondary,Grevener Straße,K 1,F,50,0,F,F,0,9,78263E-05
14535,160415094,5114,secondary, ,L 586,F,50,0,F,F,0,0,000155571
14536,160415095,5114,secondary,York-Ring,L 586,F,50,0,F,F,0,0,00053958
14537,160415454,5114,secondary,Grevener Straße,L 587,F,50,0,F,F,0,0,004711418
14538,160416599,5115,tertiary,Bröderichweg,K 7,B,30,0,F,F,0,0,000912649
14539,160416600,5114,secondary,Grevener Straße,L 587,F,50,0,F,F,0,0,003327423
14540,160416603,5115,tertiary,Grevener Straße, ,B,0,0,F,F,0,0,000160428
14541,160416604,5114,secondary,Grevener Straße,L 587,F,50,0,F,F,0,0,000288678
14542,160416607,5114,secondary,Grevener Straße,L 587,F,50,0,F,F,0,0,001546163
14543,160416610,5122,residential,Nienkamp, ,B,30,0,F,F,0,0,000561537
14544,160416893,5115,tertiary,Kristiansandstraße, ,B,50,0,F,F,0,0,000809348
14545,160416894,5122,residential,Josef-Beckmann-Straße, ,B,30,0,F,F,0,0,000127437
14546,160416895,5122,residential,Alte Schanze, ,B,30,0,F,F,0,0,000121538
14547,160416896,5122,residential,Brüningheide, ,B,30,0,F,F,0,0,000157754
14548,160418234,5122,residential,Grotemeyerstraße, ,B,30,0,F,F,0,0,00073724
14549,160418235,5122,residential,Idenbrockweg, ,B,30,0,F,F,0,0,001911196
14550,160418236,5115,tertiary,Wilkinghege,K 7,B,50,0,F,F,0,0,00023323
14551,160418237,5115,tertiary,Wilkinghege,K 7,B,50,0,F,F,0,0,000388325
14552,160418896,5115,tertiary,Nienberger Straße,K 21,B,100,0,F,F,0,0,010919573
14553,160419251,5121,unclassified,Wiethölterdamm, ,B,0,0,F,F,0,0,000681433
14554,160419252,5114,secondary,Am Max-Klemens-Kanal,K 13,B,50,0,F,F,0,0,00303216
14555,160419256,5114,secondary,Sprakeler Straße,L 587,B,70,0,F,F,0,0,000247446
14556,160419257,5115,tertiary,Nienberger Straße,K 21,B,100,0,F,F,0,0,009159034
14557,160422617,5115,tertiary,Gartenstraße,K 8,F,50,0,F,F,0,7,55758E-05
14558,160422618,5122,residential,Holtmannsweg, ,B,30,0,F,F,0,0,001215553
14559,160422619,5114,secondary,Niedersachsenring,L 586,F,50,0,F,F,0,0,002358358
14560,160422620,5115,tertiary,Gartenstraße,K 8,F,50,0,F,F,0,7,46287E-05
14561,160422621,5114,secondary,Niedersachsenring,L 586,F,50,0,F,F,0,0,000148386
14562,160422622,5114,secondary,Lublinring,L 586,F,50,0,F,F,0,0,000444139
14563,160423356,5122,residential,An den Speichern, ,B,30,0,F,F,0,0,002963619
14564,160423358,5121,unclassified,Nevinghoff, ,B,0,0,F,F,0,0,000335037
14565,160423359,5121,unclassified,Albrecht-Thaer-Straße, ,B,50,0,F,F,0,0,0012668
14566,160423362,5121,unclassified,Nevinghoff, ,B,0,0,F,F,0,0,001103585
14567,160424299,5121,unclassified,An der Kleimannbrücke, ,B,50,0,F,F,0,0,00262764
14568,160424302,5115,tertiary,Sudmühlenstraße,K 7,B,50,0,F,F,0,0,006212796
14569,160424304,5114,secondary,Schifffahrter Damm,L 587,B,70,0,F,F,0,0,000336407
14570,160424306,5115,tertiary,Königsberger Straße,K 7,B,50,0,F,F,0,0,002222452
14571,160424444,5122,residential,Zur Eckernheide, ,B,30,0,F,F,0,0,000772461
14572,160424445,5113,primary,Schifffahrter Damm,B 481,B,70,0,F,F,0,0,00965673
14573,160424446,5122,residential,Gelmerheide, ,B,30,0,F,F,0,0,005468841
14574,160424447,5115,tertiary,Gittruper Straße,K 18,B,50,0,F,F,0,0,003831551
14575,160424448,5113,primary,Schifffahrter Damm,B 481,F,70,0,F,F,0,0,000145853
14577,160425018,5121,unclassified,Höltenweg, ,B,50,0,F,F,0,0,003725449
14578,160425019,5121,unclassified,Kesslerweg, ,B,50,0,F,F,0,0,002513559
14579,160425020,5121,unclassified,Höltenweg, ,B,50,0,F,F,0,0,002232353
14580,160425021,5121,unclassified,Kesslerweg, ,B,0,0,F,F,0,0,00117401
14581,160425022,5121,unclassified,Krögerweg, ,B,0,0,F,F,0,0,000931115
14582,160425023,5121,unclassified,Höltenweg, ,B,0,0,F,F,0,0,000644778
14583,160430193,5113,primary,Steinfurter Straße,B 54,F,70,0,F,F,0,0,009370057
14584,160430196,5114,secondary,Steinfurter Straße,K 6,F,50,0,F,F,0,0,000739318
14585,160432224,5114,secondary,Hansestraße,K 11,B,50,0,F,F,0,0,003175983
14586,160513150,5115,tertiary,Zum Rieselfeld, ,B,50,0,F,F,0,0,001147035
14587,160598212,5114,secondary,Herwarthstraße, ,F,30,0,F,F,0,0,000142306
14588,160598215,5114,secondary,Schorlemerstraße, ,F,30,0,F,F,0,0,00049873
14589,160598857,5114,secondary,Servatiiplatz,K 8,F,50,0,F,F,0,9,83976E-05
14590,160621091,5141,service,Im Moorhock, ,B,0,0,F,F,0,0,0019607
14594,160621103,5141,service,Im Moorhock, ,B,0,0,F,F,0,0,000794861
14596,160688624,5115,tertiary,Alverskirchener Straße,K 3,B,50,0,F,F,0,0,000188346
14600,161082098,5141,service, , ,B,0,0,F,F,0,0,00253903
14603,161383499,5154,path, , ,B,0,0,F,F,0,0,001216805
14607,162108270,5141,service, , ,B,0,0,F,F,0,0,000522953
14609,162293618,5121,unclassified,Martin-Luther-King-Weg, ,B,0,0,F,F,0,0,000142506
14610,162295141,5115,tertiary,Frie-Vendt-Straße,K 9,F,30,0,F,F,0,0,000292527
14611,162308333,5122,residential,Langenkamp, ,B,30,0,F,F,0,0,000167379
14612,162311155,5113,primary,Steinfurter Straße,B 54,F,50,0,F,F,0,0,00024001
14613,162313867,5115,tertiary,Alverskirchener Straße,K 3,B,50,0,F,F,0,0,001255994
14614,162545147,5141,service,Kemperweg, ,B,0,0,F,F,0,0,00089638
14616,162657621,5122,residential, , ,B,0,0,F,F,0,0,00834966
14617,162657622,5122,residential, , ,B,0,0,F,F,0,0,008656124
14618,162657623,5122,residential, , ,B,0,0,F,F,0,0,002693594
14624,162943435,5122,residential,Wichernstraße, ,B,30,0,F,F,0,0,000446786
14625,162943436,5122,residential,Wichernstraße, ,F,30,0,F,F,0,6,46663E-05
14626,162943437,5122,residential,Wichernstraße, ,B,30,0,F,F,0,0,002444813
14627,163695662,5135,tertiary_link,Gartenstraße,K 8,F,50,0,F,F,0,0,000553879
14628,163695663,5115,tertiary,Gartenstraße,K 8,F,50,0,F,F,0,0,000282504
14629,163703576,5122,residential,Feldstiege, ,B,50,0,F,F,0,7,28528E-05
14630,163703648,5121,unclassified,Feldstiege, ,B,50,0,F,F,0,0,000392166
14631,163704196,5115,tertiary,Lützowstraße,K 17,B,50,0,F,F,0,0,000159535
14632,163704201,5115,tertiary,Lützowstraße,K 17,B,50,0,F,F,0,0,002243496
14633,163704415,5121,unclassified,Lützowstraße, ,B,30,0,F,F,0,0,002738998
14634,163712259,5141,service,Zum Heidehof, ,B,0,0,F,F,0,0,000720364
14635,163712264,5141,service, , ,B,0,0,F,F,0,0,000957757
14641,163783850,5141,service, , ,F,0,0,F,F,0,0,003613646
14643,163795701,5154,path, , ,B,0,0,F,F,0,0,002246149
14644,163795705,5141,service, , ,B,0,0,F,F,0,0,00359778
14645,163795707,5141,service, , ,B,0,0,F,F,0,0,001322945
14646,163795709,5141,service, , ,B,0,0,F,F,0,0,001702774
14647,164078347,5142,track, , ,B,0,0,F,F,0,0,001015273
14648,164078359,5141,service, , ,B,0,0,F,F,0,0,000921688
14649,164427769,5113,primary,Kolde-Ring,B 54,F,50,0,F,F,0,0,000255438
14650,164511221,5115,tertiary,Gittruper Straße,K 18,B,50,0,F,F,0,0,000106018
14651,164511222,5115,tertiary,Gittruper Straße,K 18,B,50,1,T,F,0,0,00097266
14656,164593636,5115,tertiary,Osthofstraße,K 60,B,50,0,F,F,0,0,005587893
14660,165409425,5141,service, , ,B,0,0,F,F,0,0,000733293
14663,165955582,5141,service, , ,B,0,0,F,F,0,0,000958543
14664,166084536,5141,service,Prins-Claus-Straße, ,B,0,0,F,F,0,0,001977205
14665,166084537,5141,service, , ,B,0,0,F,F,0,0,001366421
14667,166506261,5122,residential,Helweger Esch, ,B,0,0,F,F,0,0,007236491
14668,166506262,5154,path, , ,B,0,0,F,F,0,0,001288653
14675,166655139,5141,service, , ,B,0,0,F,F,0,0,001072644
14676,166665234,5142,track, , ,B,0,0,T,F,0,0,000358234
14684,167015068,5142,track, , ,B,0,0,F,F,0,0,001540045
14686,167236586,5141,service,Schmeddingstraße, ,B,0,0,F,F,0,0,001062026
14687,167236592,5141,service,Sentruper Straße, ,B,0,0,F,F,0,0,000983549
